#Data,Import,Orgànica,Àrea CA,Funcional,Econòmica,Nom terc.,Text lliure
2023-01-03,63.98,15,Salut i consum ,,,"ANTICIMEX 3D SANIDAD AMBIENTAL, SA",SERVEI CONTROL DE PLAGUES CAN GAVARRA DESEMBRE 2022
2023-01-03,1418.81,15,Salut i consum ,,,"ANTICIMEX 3D SANIDAD AMBIENTAL, SA",SERVEI CONTROL DE PLAGUES DESEMBRE 2022
2023-01-03,1531.42,15,Salut i consum ,,,"ANTICIMEX 3D SANIDAD AMBIENTAL, SA",SERVEI CONTROL DE PLAGUES AGOST 2022
2023-01-03,253,21,Gent gran,,,"AVANT GRUP BARDET, SL",TRASLLAT SORTIDA GENT GRAN - 26/11/2022 POLINYA-ST BOI DE LLOBREGAT-POLINYA
2023-01-03,0.65,02,Serveis generals,,,"BANCO BILBAO VIZCAYA ARGENTARIA,S.A.",ARRENDAMENT FINANCER 3 PC'S TERRITORI VTO 10/12/22
2023-01-03,99.9,02,Serveis generals,,,"BANCO BILBAO VIZCAYA ARGENTARIA,S.A.",ARRENDAMENT FINANCER 3 PC'S TERRITORI VTO 10/12/22
2023-01-03,14.58,02,Serveis generals,,,"BANCO BILBAO VIZCAYA ARGENTARIA,S.A.",ARRENDAMENT FINANCER 3 WORKSTATION VT. 21-12-2022
2023-01-03,102.41,02,Serveis generals,,,"BANCO BILBAO VIZCAYA ARGENTARIA,S.A.",ARRENDAMENT FINANCER 3 WORKSTATION VT. 21-12-2022
2023-01-03,2.38,02,Serveis generals,,,"BANCO BILBAO VIZCAYA ARGENTARIA,S.A.",ARRENDAMENT FINANCER 10 PC'S - VTO 27/12/2022
2023-01-03,7.61,02,Serveis generals,,,"BANCO BILBAO VIZCAYA ARGENTARIA,S.A.",ARRENDAMENT FINANCER 10 PC'S - VTO 27/12/2022
2023-01-03,510.5,02,Serveis generals,,,"BANCO BILBAO VIZCAYA ARGENTARIA,S.A.",ARRENDAMENT FINANCER 10 PC'S - VTO 27/12/2022
2023-01-03,50.12,02,Serveis generals,,,"BANCO BILBAO VIZCAYA ARGENTARIA,S.A.",ARRENDAMENT FINANCER 23 EQUIPS VT. 14/12/22
2023-01-03,496.92,02,Serveis generals,,,"BANCO BILBAO VIZCAYA ARGENTARIA,S.A.",ARRENDAMENT FINANCER 23 EQUIPS VT. 14/12/22
2023-01-03,66.55,18,Serveis de manteniment d'edificis i inversions,,,"BARROSO FERNANDEZ, BALDOMERO",REPARACIÓ FINESTRA EBM GINESTA
2023-01-03,114.95,18,Serveis de manteniment d'edificis i inversions,,,"BARROSO FERNANDEZ, BALDOMERO",REPARACIÓ NAU BRIGADA
2023-01-03,302.5,18,Serveis de manteniment d'edificis i inversions,,,"CABALLE SALAS, ESTEVE",MANTENIMENT JARDINERIA ACiDS NOVEMBRE'22
2023-01-03,167.15,21,Gent gran,,,"CAMPIO ASSOCIATS, SL",PLAQUES ALUMINI ZAMBOMBÀ NADAL GENT GRAN
2023-01-03,1.19,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT DEIXALLERIA
2023-01-03,2,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT EDIFICI AJUNTAMENT
2023-01-03,6.61,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT PISCINA MPAL
2023-01-03,8.2,15,Salut i consum ,,,"CANALS BOLAÑOS, ALICIA",MATERIAL REFUGI GATS
2023-01-03,9.52,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT BRIGADA
2023-01-03,11.04,03,Seguretat ciutadana,,,"CANALS BOLAÑOS, ALICIA",COMPRA MATERIAL POLICIA LOCAL
2023-01-03,14.71,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT VIA PÚBLICA
2023-01-03,26.2,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT EBM GINESTA
2023-01-03,45.58,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT CENTRE CÍVIC
2023-01-03,85.76,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT ESCOLA DE VILA
2023-01-03,272.23,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT ROURE
2023-01-03,407.32,18,Serveis de manteniment d'edificis i inversions,,,"CANALS BOLAÑOS, ALICIA",MATERIAL MANTENIMENT CAN GAVARRA
2023-01-03,302.5,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"CANO DE ARRIBAS, JOSEP",SERVEI FOTOGRAFIA FIRA DE NADAL
2023-01-03,302.5,09,"Comunicació, participació ciutadana i qualitat democràtica",,,"CANO DE ARRIBAS, JOSEP",FOTOGRAFÍES ACTIVITATS INFANTILS AL CENTRE CIVIC
2023-01-03,314.6,11,Educació,,,"CAPEL SANCHEZ, NOEMI",LONES I PLAFONS CONCURS DIBUIX NADAL
2023-01-03,760.27,18,Serveis de manteniment d'edificis i inversions,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",ARRANJAMENT AIRE CONDICIONAT CAN GAVARRA
2023-01-03,10.44,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,10.44,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,61.92,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,61.92,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,61.92,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,61.92,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,81.4,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,90.45,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,133.58,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,140.89,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,142.64,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,166.28,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,218.47,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,258.47,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,284.56,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,448.41,06,Serveis municipals i via pública,,,"CATALANA DE CLIMA I C.LLONCH,S.L.",MANTENIMENT CLIMA EQUIPAMENTS MPALS NOVEMBRE 2022
2023-01-03,129.16,18,Serveis de manteniment d'edificis i inversions,,,"CECOPI DROGUERIA INDUSTRIAL, S.L.U.",MATERIAL BRIGADA
2023-01-03,384,11,Educació,,,"CEREZO AVILA, MARTA",CLASSES ANGLÈS DILLUNS I DIMECRES - CLASSES ANGLÈS DIMARTS I DIMECRES - DESEMBRE 2022
2023-01-03,448,11,Educació,,,"CEREZO AVILA, MARTA",CLASSES ANGLÈS DILLUNS I DIMECRES - CLASSES ANGLÈS DIMARTS I DIMECRES - DESEMBRE 2022
2023-01-03,9619.5,15,Salut i consum ,,,COL·LECTIU D'ANALISTES SOCIALS,DIAGNOSI NECESSITAT PER ELABORAR UN PLA LOCAL DE SALUT
2023-01-03,220.7,20,Promoció econòmica,,,"CONGOST - VIGILANCIA Y SEGURIDAD, SL",SUBSTITUCIÓ BOMBÍ FORÇAT CAN GAVARRA
2023-01-03,5868.31,16,Serveis socials,,,CONSELL COMARCAL DEL VALLES OCCIDENTAL,SERVEI SAD OCTUBRE 2022
2023-01-03,13.02,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",REBOST SOLIDARI
2023-01-03,17.03,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",AJUT ALIMENTARI
2023-01-03,20.09,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",REBOST SOLIDARI
2023-01-03,29.42,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",AJUT ALIMENTARI
2023-01-03,29.43,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",REBOST SOLIDARI
2023-01-03,58.59,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",AJUT ALIMENTARI
2023-01-03,62.72,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",REBOST SOLIDARI
2023-01-03,68.71,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",AJUT ALIMENTARI
2023-01-03,305.96,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",ALIMENTS REBOST SOLIDARI
2023-01-03,714.85,21,Gent gran,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",CATERING NADAL GENT GRAN
2023-01-03,1316.93,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",ALIMENTS REBOST SOLIDARI
2023-01-03,1839.86,16,Serveis socials,,,"CORPORACION ALIMENTARIA GUISSONA, S.A.",ALIMENTS REBOST SOLIDARI
2023-01-03,369.05,13,Esports,,,"CREALFA,S.L.",ARMILLES CURSA POPULAR
2023-01-03,2942.69,15,Salut i consum ,,,CREU ROJA - ASSAMBLEA LOCAL DE SENTMENAT,SSPP ACTES FESTA MAJOR ESTIU POLINYÀ
2023-01-03,6981.7,01,Presidència-Òrgans de govern,,,CUATROW - TRANSFORMACIÓ DIGITAL,DISSENY WEB PATRIMONI MUNICIPAL
2023-01-03,120.14,18,Serveis de manteniment d'edificis i inversions,,,"DISA PENINSULA, S.L.U.",CARBURANT VEHICLES BRIGADA NOVEMBRE 2022
2023-01-03,222.2,18,Serveis de manteniment d'edificis i inversions,,,"DISA PENINSULA, S.L.U.",CARBURANT VEHICLES BRIGADA NOVEMBRE 2022
2023-01-03,56.73,03,Seguretat ciutadana,,,"DISA PENINSULA, S.L.U.",CARBURANT VEHICLES POLICIALS NOVEMBRE 2022
2023-01-03,485.12,03,Seguretat ciutadana,,,"DISA PENINSULA, S.L.U.",CARBURANT VEHICLES POLICIALS NOVEMBRE 2022
2023-01-03,1417,14,Dona i igualtat,,,"DOBLE VIA (SERVEIS SOCIOEDUCATIUS), SL",SERVEI PUNT LILA NIT DE CAP D'ANY
2023-01-03,3067,21,Gent gran,,,"DOBLE VIA (SERVEIS SOCIOEDUCATIUS), SL",ACTIVITATS TALLERS GENT GRAN AL ROURE
2023-01-03,13998.49,08,Cultura,,,"DOUBLET IBERICA, SA","FUSTES, BARANES TARIMES CULTURA"
2023-01-03,468.74,18,Serveis de manteniment d'edificis i inversions,,,"DROGUES I PINTURA LA MODERNA, SA",MATERIAL MANTENIMENT VIA PÚBLICA
2023-01-03,915.99,11,Educació,,,EL CORTE INGLES,"COMPRA FRIGORIFIC, MICROONES I CAMARES EBM BADABADOC"
2023-01-03,993.92,16,Serveis socials,,,EL GRUP DE POLINYA,DINAMITZACIÓ AULA TARDA -DESEMBRE 2022-
2023-01-03,3985.08,16,Serveis socials,,,EL GRUP DE POLINYA,DINAMITZACIÓ AULA TARDA -DESEMBRE 2022-
2023-01-03,10.14,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 20/06/22 AL 30/06/22
2023-01-03,15.56,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 29/05/22 AL 30/06/22
2023-01-03,16.47,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,18.2,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,18.47,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,22.69,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC PIS SOCIAL C/ CADÍ DEL 09/05/22 AL 30/06/22
2023-01-03,7.17,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ROURE DEL 28/09/22 AL 30/09/22
2023-01-03,17.37,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS ROURE DEL 28/09/22 AL 30/09/22
2023-01-03,29.34,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,36.93,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 03/05/22 AL 30/06/22
2023-01-03,37.23,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/06/22 AL 30/08/22
2023-01-03,39.78,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/06/22 AL 31/07/22
2023-01-03,39.81,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,43.69,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/06/22 AL 31/07/22
2023-01-03,43.91,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/10/22 AL 30/11/22
2023-01-03,48.68,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/06/22 AL 31/07/22
2023-01-03,52.06,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,53.35,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/06/22 AL 02/09/22
2023-01-03,53.47,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/07/22 AL 31/08/22
2023-01-03,54.23,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,55.16,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/10/22 AL 30/11/22
2023-01-03,55.35,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/07/22 AL 31/08/22
2023-01-03,59.1,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,60.18,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,60.6,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/07/22 AL 31/08/22
2023-01-03,60.63,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/10/22 AL 30/11/22
2023-01-03,61.64,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 23/04/22 AL 20/06/22
2023-01-03,63.01,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,65.64,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC DEIXALLERIA DEL 03/05/22 AL 30/06/22
2023-01-03,72.35,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC LOCAL INFORMÀTICA DEL 05/06/22 AL 30/06/22
2023-01-03,74.68,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,78.31,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,78.37,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC PIS SOCIAL C/ CADÍ DEL 10/09/22 AL 09/11/22
2023-01-03,78.88,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/04/22 AL 30/06/22
2023-01-03,81.28,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/06/22 AL 31/07/22
2023-01-03,86.88,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,87.33,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,92.14,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,108.73,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/07/22 AL 31/08/22
2023-01-03,110.04,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC NAU BRIGADA DEL 31/05/22 AL 30/06/22
2023-01-03,112.76,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,118.2,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/10/22 AL 30/11/22
2023-01-03,133.38,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM GAS EBM BADABADOC DEL 01/02/2022 AL 28/03/2022
2023-01-03,127.28,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/06/22 AL 31/07/22
2023-01-03,127.91,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/04/22 AL 30/06/22
2023-01-03,132.59,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,133.95,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/06/22 AL 20/08/22
2023-01-03,134.05,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC DEIXALLERIA DEL 30/06/22 AL 03/09/22
2023-01-03,138.2,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.","CONSUM ELÈCTRIC CTRA SENTMENAT, LOCAL 5 DEL 03/05/22 AL 30/06/22"
2023-01-03,142.07,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 02/05/22 AL 30/06/22
2023-01-03,146.25,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC BIBLIOTECA DEL 31/05/22 AL 30/06/22
2023-01-03,147.79,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 03/05/22 AL 30/06/22
2023-01-03,148.19,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 02/05/22 AL 30/06/22
2023-01-03,152.54,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC PISTA POLIESPORTIVA DEL 31/05/22 AL 10/06/22
2023-01-03,155.14,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/07/22 AL 31/08/22
2023-01-03,156.78,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 02/05/22 AL 30/06/22
2023-01-03,157.75,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/04/22 AL 30/06/22
2023-01-03,158.97,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/05/22 AL 30/06/22
2023-01-03,160.07,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,160.92,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
2023-01-03,162.03,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/07/22 AL 31/08/22
2023-01-03,168.62,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC PIS SOCIAL C/ CADÍ DEL 30/06/22 AL 10/09/22
2023-01-03,171.83,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ELÈCTRIC ESCOLA POLINYÀ DEL 31/10/22 AL 30/11/22
2023-01-03,171.87,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 30/06/22 AL 31/07/22
2023-01-03,172.63,18,Serveis de manteniment d'edificis i inversions,,,"ENDESA ENERGIA,S.A.",CONSUM ENLLUMENAT PÚBLIC DEL 31/05/22 AL 30/06/22
